Sales,Digital_Ads_Spend,TV_Commercials_Spend,Physician_Outreach_Spend,Trade_Show_Investment,Region,Campaign_Type,Ad_Format,Launch_Year
376.82,71k USD,135.72,179.52,76.95,South,Retention,Bannr,2020.0
617.76,152k USD,850.73,238.1,64.51,West,Retention,Social Media,
342.49,143k USD,,95.08,91.04,East,Retention,Social Media,2019.0
195.45,114k USD,255.06,30.24,31.88,Online,Retention,nan,
394.19,230k USD,353.08,89.83,118.36,East,Retention,Bannr,2023.0
344.98,173k USD,381.54,77.94,95.72,South,Awareness,nan,2023.0
374.92,70k USD,101.75,175.6,44.26,West,Awareness,Video,2023.0
346.2,105k USD,166.78,169.42,44.47,North,Awareness,Bannr,2025.0
416.16,220k USD,385.22,160.56,43.95,nan,Retention,Banner,2018.0
207.53,69k USD,366.55,33.57,27.41,West,Seasonal,Bannr,2022.0
537.12,262k USD,486.42,190.33,96.41,South,Retention,Social Media,2020.0
403.29,173k USD,404.42,101.18,129.25,North,Retention,Social Media,
429.91,170k USD,480.31,176.31,,East,Awareness,Banner,2025.0
406.41,198k USD,381.02,152.45,26.37,Online,Retention,Banner,
382.06,256k USD,219.22,105.4,94.46,Online,Awareness,Search,2019.0
298.78,136k USD,142.15,59.61,126.53,West,Retention,Video,2025.0
320.62,219k USD,412.73,50.77,62.48,East,Acquisition,Video,2018.0
494.95,191k USD,357.66,212.93,65.45,nan,Seasonal,Video,
467.86,116k USD,119.27,232.05,97.53,nan,Seasonal,Soial Media,2025.0
464.95,269k USD,244.02,172.95,,South,Awareness,Social Media,2025.0
304.0,249k USD,482.72,52.76,23.46,Online,Acquisition,Video,2021.0
382.31,214k USD,300.16,118.45,115.58,East,Seasonal,Search,2019.0
532.83,262k USD,273.09,190.37,101.33,West,Awareness,Search,2023.0
526.6,266k USD,283.08,201.56,95.5,North,Retention,Video,2019.0
310.22,227k USD,183.55,56.01,116.42,West,Retention,Banner,2019.0
304.27,259k USD,247.48,30.01,107.78,West,Acquisition,Search,2021.0
433.54,224k USD,247.93,186.67,46.76,East,Seasonal,nan,2022.0
336.06,220k USD,120.94,108.45,65.82,Online,Retention,Banner,2025.0
318.85,204k USD,407.03,85.99,36.39,East,Awareness,nan,2020.0
276.93,238k USD,266.6,32.84,36.88,North,Retention,Social Media,2023.0
418.53,89k USD,428.87,148.87,107.91,East,Retention,Soial Media,
590.02,270k USD,440.14,217.25,131.62,South,Seasonal,Search,2022.0
552.17,267k USD,184.8,240.68,145.16,West,Seasonal,Banner,2018.0
402.37,57k USD,362.94,154.46,101.69,Online,Awareness,nan,2025.0
391.12,256k USD,288.91,143.18,43.93,nan,Acquisition,Video,2023.0
238.15,82k USD,452.06,48.71,33.73,North,Acquisition,nan,2020.0
398.83,133k USD,186.3,150.75,125.67,nan,Retention,nan,2025.0
462.18,235k USD,371.13,113.6,95.24,West,Awareness,Social Media,2018.0
414.64,90k USD,343.1,163.57,100.38,East,Acquisition,Bannr,2021.0
355.62,,218.12,115.52,121.59,nan,Acquisition,Bannr,2022.0
337.59,258k USD,154.64,82.87,111.43,South,Retention,Video,2025.0
344.71,176k USD,360.66,50.89,128.48,East,Awareness,Social Media,2023.0
262.68,51k USD,395.44,99.28,27.31,West,Acquisition,Social Media,2019.0
292.4,121k USD,226.25,51.26,117.18,nan,Seasonal,Social Media,
367.52,204k USD,357.93,68.92,130.61,North,Seasonal,Social Media,
570.53,295k USD,258.05,247.21,57.2,nan,Retention,Bannr,
414.26,207k USD,385.28,127.7,103.26,nan,Retention,Banner,2020.0
332.1,114k USD,179.69,147.01,60.84,Online,Retention,Social Media,2025.0
589.27,208k USD,456.09,222.2,144.54,nan,Retention,Banner,
480.28,184k USD,214.96,249.03,24.35,West,Acquisition,nan,2023.0
443.11,244k USD,247.11,158.2,95.37,North,Awareness,nan,2019.0
412.21,76k USD,123.24,208.74,41.65,West,Retention,Social Media,2023.0
376.97,240k USD,144.6,101.93,112.59,South,Retention,Search,2025.0
288.03,185k USD,306.34,97.26,42.87,East,Acquisition,Soial Media,2018.0
396.36,290k USD,207.04,118.59,50.6,nan,Retention,Search,2019.0
469.11,135k USD,434.19,177.95,84.27,Online,Retention,nan,2019.0
477.59,208k USD,105.88,180.08,138.93,North,Awareness,Soial Media,2023.0
342.47,283k USD,251.64,99.35,47.52,Online,Seasonal,Search,2021.0
321.42,75k USD,701.28,59.31,38.75,Online,Retention,Social Media,2025.0
461.65,284k USD,107.73,169.13,118.67,Online,Acquisition,Banner,
270.51,221k USD,149.75,58.23,85.08,nan,Awareness,Soial Media,2021.0
420.65,66k USD,265.46,157.27,138.53,North,Acquisition,Bannr,2022.0
397.19,125k USD,297.15,182.55,39.06,North,Awareness,Video,
499.56,227k USD,261.72,184.13,103.97,Online,Awareness,Soial Media,2018.0
389.43,66k USD,312.38,195.76,50.27,East,Retention,Soial Media,2021.0
457.28,195k USD,338.05,222.03,40.38,nan,Retention,Bannr,2023.0
353.83,136k USD,103.97,139.99,108.85,nan,Retention,Social Media,2025.0
480.95,205k USD,285.64,190.65,97.18,West,Seasonal,Search,2021.0
431.31,61k USD,485.4,166.22,118.13,nan,Seasonal,Search,2022.0
278.8,267k USD,307.61,71.06,60.23,Online,Acquisition,nan,2020.0
338.95,293k USD,371.02,35.65,78.24,South,Retention,Banner,2022.0
374.16,292k USD,224.75,92.6,72.71,Online,Seasonal,Social Media,2019.0
482.35,237k USD,409.6,127.47,147.93,North,Retention,Bannr,
390.94,82k USD,409.17,165.76,57.99,nan,Seasonal,Social Media,2025.0
494.21,239k USD,308.52,216.99,58.33,nan,Seasonal,Social Media,2019.0
326.81,56k USD,490.41,73.17,66.09,West,Awareness,Search,2021.0
195.93,55k USD,150.22,57.62,93.4,South,Retention,Bannr,2021.0
440.81,130k USD,106.78,241.97,52.8,nan,Retention,Video,2022.0
351.24,172k USD,408.06,53.77,138.99,West,Seasonal,Soial Media,2022.0
438.78,242k USD,422.86,135.27,54.54,West,Retention,Search,2023.0
443.8,220k USD,148.08,158.82,136.46,South,Seasonal,Bannr,2018.0
336.39,161k USD,206.23,149.1,33.45,Online,Retention,Banner,2023.0
264.04,118k USD,107.02,48.93,105.35,Online,Awareness,Soial Media,2019.0
347.02,299k USD,217.32,42.55,137.91,Online,Retention,Soial Media,2023.0
250.12,156k USD,409.26,53.21,41.94,East,Awareness,Search,2022.0
458.88,162k USD,307.18,158.83,145.88,Online,Acquisition,nan,2025.0
370.75,90k USD,239.24,149.76,78.87,South,Retention,Banner,2023.0
421.91,248k USD,248.7,81.42,142.94,East,Retention,Search,2020.0
436.82,223k USD,100.54,170.31,107.99,Online,Retention,Social Media,
394.44,105k USD,219.92,210.41,59.21,East,Awareness,nan,2018.0
194.68,70k USD,358.58,39.15,44.48,South,Retention,Bannr,2022.0
464.36,220k USD,489.68,139.59,59.49,Online,Retention,Banner,2025.0
444.39,213k USD,438.82,181.65,32.09,North,Seasonal,Soial Media,2021.0
214.05,118k USD,109.44,85.51,38.7,nan,Acquisition,Search,
414.4,287k USD,459.42,97.71,33.61,South,Awareness,Soial Media,2023.0
401.24,87k USD,413.28,165.0,74.98,West,Seasonal,Banner,2022.0
561.71,158k USD,412.15,227.55,123.43,West,Awareness,Soial Media,2021.0
475.55,285k USD,283.2,208.18,38.38,South,Seasonal,Search,2021.0
405.4,154k USD,259.2,158.29,36.94,West,Acquisition,nan,2019.0
486.49,209k USD,221.17,190.65,103.65,South,Seasonal,Search,2019.0
280.25,149k USD,126.28,110.26,45.63,North,Awareness,Video,2025.0
327.3,118k USD,191.29,171.01,32.69,South,Retention,Soial Media,2022.0
438.32,295k USD,198.64,132.56,41.69,Online,Retention,Video,
335.65,152k USD,293.63,71.79,140.09,Online,Acquisition,nan,2025.0
521.28,273k USD,398.98,184.38,126.79,East,Awareness,Video,2022.0
401.15,107k USD,289.52,152.42,66.03,West,Awareness,Soial Media,2020.0
328.68,103k USD,123.14,108.9,105.26,nan,Awareness,Banner,2018.0
523.89,57k USD,483.12,230.49,89.85,West,Acquisition,Social Media,2018.0
334.96,212k USD,477.09,34.61,,South,Retention,nan,
411.9,142k USD,414.08,99.47,108.75,nan,Seasonal,Search,2022.0
341.59,266k USD,496.53,42.51,101.74,nan,Acquisition,Bannr,2019.0
440.96,168k USD,317.79,198.64,54.59,West,Seasonal,nan,
508.04,292k USD,485.11,184.46,25.07,nan,Retention,Video,2023.0
308.97,96k USD,130.24,102.9,79.22,nan,Acquisition,Banner,2025.0
515.21,267k USD,246.27,178.65,135.83,Online,Retention,Soial Media,2020.0
380.98,244k USD,190.15,117.11,94.03,North,Seasonal,Banner,2018.0
485.83,242k USD,178.33,196.38,128.21,South,Awareness,Banner,2022.0
454.46,261k USD,156.32,129.92,148.91,West,Awareness,Soial Media,2019.0
400.79,240k USD,348.97,120.7,41.27,Online,Seasonal,Bannr,2019.0
546.36,206k USD,412.53,235.64,109.93,East,Awareness,Soial Media,2019.0
298.13,82k USD,331.32,85.19,107.66,nan,Seasonal,Bannr,2025.0
250.33,58k USD,158.79,56.5,147.39,nan,Acquisition,Soial Media,2023.0
512.7,280k USD,424.45,158.6,148.13,West,Acquisition,Video,2021.0
580.6,204k USD,354.38,243.25,109.27,North,Acquisition,Bannr,
376.17,249k USD,255.27,113.12,51.67,North,Awareness,Video,2025.0
329.9,170k USD,369.65,43.65,123.81,West,Retention,nan,2023.0
272.28,79k USD,203.96,104.65,33.91,West,Awareness,Bannr,2019.0
377.37,81k USD,238.08,141.3,121.49,Online,Awareness,Bannr,2022.0
362.06,221k USD,466.99,65.62,138.33,West,Retention,Soial Media,
423.75,157k USD,216.2,174.78,69.77,East,Retention,Bannr,2020.0
496.98,100k USD,288.0,249.5,101.98,Online,Retention,Video,2023.0
410.52,172k USD,456.06,129.38,75.92,nan,Retention,nan,2022.0
319.37,66k USD,383.09,108.04,76.91,nan,Awareness,Soial Media,2025.0
334.09,195k USD,124.88,118.15,60.35,nan,Seasonal,Search,2025.0
277.99,117k USD,158.92,55.33,119.08,nan,Acquisition,nan,
504.41,249k USD,103.14,224.32,141.7,South,Seasonal,nan,2019.0
407.46,127k USD,352.37,121.26,142.3,East,Awareness,Video,2020.0
326.23,163k USD,279.07,115.2,42.72,Online,Retention,nan,2018.0
418.72,52k USD,153.71,175.13,133.72,Online,Acquisition,Search,2018.0
373.8,68k USD,483.17,127.25,115.87,nan,Acquisition,Banner,2025.0
390.43,148k USD,311.86,172.61,52.87,North,Seasonal,Soial Media,2022.0
219.62,169k USD,196.76,43.52,28.75,Online,Awareness,Banner,2020.0
455.26,200k USD,300.24,209.02,54.84,East,Awareness,Soial Media,2022.0
536.49,122k USD,371.85,236.91,138.59,West,Awareness,nan,2020.0
423.7,223k USD,130.5,172.73,102.31,East,Acquisition,Soial Media,2020.0
556.0,265k USD,209.88,240.0,113.74,nan,Seasonal,Video,2025.0
360.74,244k USD,422.79,63.32,53.43,nan,Acquisition,Search,2022.0
362.31,59k USD,283.87,135.03,113.52,South,Acquisition,Soial Media,2025.0
394.09,170k USD,318.63,162.4,23.66,Online,Retention,Search,
344.83,76k USD,273.13,157.98,68.79,Online,Seasonal,Soial Media,2020.0
317.91,110k USD,117.56,118.32,101.48,Online,Retention,Search,2023.0
342.14,296k USD,166.3,104.38,38.99,nan,Awareness,Banner,2019.0
299.2,85k USD,278.22,57.9,126.99,Online,Acquisition,Video,
311.08,174k USD,183.67,116.18,50.55,North,Seasonal,Soial Media,2020.0
280.42,204k USD,119.99,65.79,104.8,North,Awareness,Social Media,2023.0
507.56,225k USD,437.46,191.56,72.68,West,Seasonal,Search,2020.0
413.69,189k USD,492.48,75.94,97.49,Online,Acquisition,Search,2023.0
222.75,52k USD,417.26,42.88,33.97,South,Seasonal,Social Media,2022.0
389.46,131k USD,441.51,151.52,22.2,West,Awareness,Video,2018.0
456.18,179k USD,196.79,160.95,138.24,nan,Retention,Search,2021.0
485.05,71k USD,484.25,221.82,55.05,Online,Acquisition,Video,
415.4,137k USD,178.77,156.94,126.56,North,Retention,Search,2020.0
384.69,58k USD,480.57,106.01,149.92,South,Acquisition,nan,2021.0
452.42,69k USD,497.93,206.66,47.49,West,Awareness,Bannr,2020.0
382.84,149k USD,384.69,148.86,54.47,South,Acquisition,nan,2022.0
312.12,83k USD,492.46,47.44,106.17,Online,Retention,Search,2022.0
474.28,191k USD,327.82,154.49,145.51,East,Acquisition,Bannr,2023.0
553.2,222k USD,203.82,229.76,139.06,South,Awareness,Soial Media,2020.0
387.11,250k USD,274.8,117.19,85.37,South,Acquisition,Video,2022.0
362.35,100k USD,337.42,95.19,123.36,nan,Retention,Search,2022.0
231.73,91k USD,129.23,61.56,37.65,North,Awareness,Banner,2020.0
290.19,76k USD,348.94,63.32,147.07,Online,Retention,Banner,2023.0
463.67,209k USD,492.47,125.21,145.37,South,Acquisition,Social Media,2023.0
417.39,226k USD,176.04,161.05,41.28,Online,Seasonal,Banner,2023.0
236.21,57k USD,417.04,47.74,58.93,North,Retention,Bannr,2023.0
570.69,284k USD,463.16,236.71,33.02,nan,Acquisition,Banner,2018.0
439.41,62k USD,477.48,196.13,55.32,Online,Seasonal,Banner,2020.0
494.07,185k USD,,159.06,126.07,North,Seasonal,Banner,2025.0
499.62,227k USD,308.58,212.26,69.18,North,Awareness,Search,2018.0
346.27,267k USD,490.92,47.64,31.49,West,Seasonal,Social Media,2022.0
402.14,228k USD,402.92,134.9,64.49,nan,Retention,Video,2018.0
455.73,250k USD,164.67,168.62,147.58,nan,Retention,Social Media,
507.27,134k USD,290.76,212.3,101.86,Online,Seasonal,Bannr,2025.0
558.25,253k USD,387.33,202.36,74.1,East,Acquisition,Search,2025.0
251.83,70k USD,198.94,90.96,41.65,West,Retention,Soial Media,2025.0
638.35,273k USD,356.25,236.99,148.2,nan,Retention,Search,2023.0
327.51,186k USD,366.64,57.36,126.71,North,Awareness,nan,2022.0
475.1,254k USD,165.08,222.53,56.59,nan,Acquisition,Banner,2018.0
519.38,163k USD,326.03,243.61,29.11,East,Seasonal,Banner,2018.0
331.36,210k USD,408.65,68.97,27.36,South,Acquisition,Bannr,
462.7,181k USD,299.56,188.85,,South,Awareness,Soial Media,2020.0
277.43,232k USD,104.84,38.86,95.5,nan,Awareness,nan,2018.0
306.11,70k USD,103.62,119.19,140.74,nan,Acquisition,Search,
352.11,65k USD,242.81,143.58,84.58,West,Awareness,Soial Media,2022.0
479.89,111k USD,470.48,157.74,129.58,nan,Awareness,Video,2023.0
451.46,89k USD,191.47,235.91,77.97,East,Awareness,Social Media,2020.0
502.94,267k USD,353.75,177.9,112.12,nan,Acquisition,Search,
371.51,104k USD,188.83,135.88,115.14,Online,Awareness,Soial Media,2018.0
477.45,293k USD,228.67,208.13,42.62,East,Seasonal,Video,2020.0
524.56,134k USD,439.22,239.12,66.96,West,Seasonal,Video,2021.0
271.33,95k USD,391.54,34.85,102.85,Online,Retention,nan,2020.0
479.69,247k USD,138.16,246.15,29.19,Online,Seasonal,nan,2025.0
308.72,214k USD,271.48,48.95,67.0,South,Retention,Social Media,2023.0
459.79,174k USD,111.67,209.17,89.52,East,Acquisition,Video,2025.0
376.65,188k USD,292.36,91.67,149.51,Online,Awareness,Bannr,2021.0
334.52,229k USD,364.97,59.08,81.69,West,Seasonal,Video,2025.0
344.67,107k USD,147.4,126.77,126.09,South,Retention,Soial Media,2021.0
451.68,299k USD,215.55,171.67,76.17,Online,Acquisition,nan,2020.0
396.03,293k USD,,113.81,123.53,East,Retention,Bannr,2022.0
327.77,212k USD,467.81,42.0,97.4,South,Awareness,nan,2023.0
452.35,99k USD,497.3,161.88,135.26,East,Seasonal,nan,2022.0
482.2,220k USD,117.96,228.53,73.42,East,Acquisition,nan,2023.0
363.22,68k USD,404.4,114.31,98.56,East,Retention,Video,
261.01,57k USD,248.69,77.59,101.9,South,Acquisition,Banner,2023.0
352.03,114k USD,256.98,127.37,74.26,Online,Retention,Video,2025.0
249.5,165k USD,401.71,40.64,38.76,nan,Retention,nan,2025.0
519.7,267k USD,467.37,210.51,32.16,North,Awareness,Bannr,2022.0
494.2,231k USD,480.37,211.79,22.17,Online,Awareness,Video,2019.0
496.73,235k USD,330.85,159.36,133.56,South,Retention,nan,
323.12,156k USD,242.85,107.68,50.74,North,Seasonal,nan,2021.0
461.03,136k USD,415.02,205.95,47.5,North,Acquisition,Video,2025.0
386.53,142k USD,200.4,152.03,115.68,North,Acquisition,Video,
518.32,296k USD,325.63,211.71,61.6,nan,Awareness,Bannr,2025.0
413.46,60k USD,243.43,168.92,85.79,West,Seasonal,Video,2025.0
486.97,266k USD,362.65,202.57,41.13,South,Retention,Social Media,2020.0
457.57,194k USD,196.16,161.68,144.77,nan,Awareness,Soial Media,2022.0
370.69,159k USD,176.64,121.11,130.71,nan,Retention,Social Media,2022.0
613.27,231k USD,467.3,240.75,132.29,West,Retention,Bannr,2025.0
386.13,171k USD,140.72,149.05,72.88,North,Awareness,Banner,2020.0
477.95,268k USD,302.38,163.12,119.11,West,Seasonal,Social Media,2025.0
329.36,275k USD,188.34,78.51,38.7,West,Acquisition,nan,2021.0
404.26,155k USD,115.57,167.64,21.12,nan,Awareness,Soial Media,2020.0
332.38,119k USD,114.41,155.75,22.6,South,Seasonal,Search,2025.0
338.08,198k USD,170.09,70.66,96.26,East,Retention,Soial Media,2023.0
359.45,278k USD,446.71,43.11,79.2,West,Awareness,Social Media,2019.0
362.98,102k USD,212.99,162.96,87.34,West,Acquisition,Search,2023.0
484.04,205k USD,480.18,198.01,20.97,North,Acquisition,Bannr,2019.0
412.23,207k USD,332.65,145.15,74.95,North,Retention,Soial Media,2020.0
350.2,233k USD,274.65,79.89,113.35,nan,Awareness,Banner,2023.0
406.6,82k USD,332.04,176.63,77.55,North,Acquisition,Search,2021.0
326.08,228k USD,306.68,47.62,115.19,Online,Awareness,Search,
403.23,277k USD,403.51,127.2,50.29,West,Acquisition,Soial Media,2023.0
339.29,94k USD,213.0,65.94,125.71,North,Retention,Social Media,2022.0
300.75,109k USD,241.22,70.58,96.5,South,Retention,Search,
381.4,292k USD,457.64,74.5,47.4,Online,Awareness,Bannr,
354.17,95k USD,478.58,115.08,50.77,nan,Seasonal,Soial Media,2019.0
381.38,263k USD,457.02,41.25,101.64,East,Seasonal,Bannr,2019.0
432.05,173k USD,267.78,117.51,127.89,West,Retention,Soial Media,2025.0
,111k USD,412.15,142.58,74.03,West,Acquisition,Bannr,2021.0
413.34,267k USD,290.53,136.32,53.58,South,Seasonal,Social Media,2019.0
420.47,161k USD,299.02,114.21,132.71,East,Retention,Soial Media,2019.0
482.44,178k USD,181.87,214.61,107.0,East,Acquisition,nan,2025.0
303.24,139k USD,336.45,61.97,78.25,nan,Acquisition,Banner,2021.0
403.77,198k USD,174.45,141.25,83.43,nan,Seasonal,Social Media,2023.0
205.46,90k USD,232.63,43.65,46.55,Online,Retention,Bannr,2020.0
271.67,147k USD,442.01,45.65,101.48,West,Acquisition,Soial Media,2023.0
422.29,292k USD,182.83,156.25,66.64,North,Acquisition,Social Media,2022.0
412.06,114k USD,128.46,154.52,149.43,nan,Awareness,Bannr,2022.0
492.5,214k USD,127.6,223.17,82.42,South,Awareness,Video,2019.0
457.81,131k USD,476.31,152.73,83.17,South,Seasonal,Video,
545.49,243k USD,302.77,241.15,93.56,South,Awareness,Search,2022.0
299.82,82k USD,263.76,40.71,139.18,nan,Retention,Banner,2020.0
391.89,292k USD,424.35,51.56,124.11,nan,Seasonal,Video,2019.0
309.15,163k USD,434.33,39.69,78.65,South,Seasonal,nan,2025.0
311.22,109k USD,232.88,70.76,113.43,nan,Awareness,Bannr,2022.0
361.83,68k USD,377.45,149.08,96.21,North,Acquisition,Social Media,
405.4,92k USD,408.45,172.03,84.01,North,Retention,Soial Media,2025.0
248.62,179k USD,361.86,40.03,45.0,Online,Retention,Social Media,2018.0
491.2,134k USD,160.64,238.11,80.31,West,Retention,Search,2018.0
526.36,257k USD,450.35,215.28,51.96,North,Seasonal,Social Media,2018.0
414.43,157k USD,315.64,95.25,138.93,Online,Retention,Video,2025.0
232.08,112k USD,212.99,46.98,63.6,East,Acquisition,Social Media,2018.0
323.43,204k USD,270.09,67.38,143.79,West,Acquisition,Video,2023.0
273.33,226k USD,115.03,57.93,89.3,North,Awareness,Video,2018.0
249.09,91k USD,151.15,57.12,102.1,East,Retention,Banner,2019.0
405.56,91k USD,406.22,144.08,90.58,Online,Seasonal,Search,2021.0
196.97,59k USD,100.0,84.09,36.82,North,Awareness,nan,2023.0
380.2,234k USD,266.63,108.79,68.86,North,Acquisition,nan,
531.85,215k USD,309.0,247.69,,nan,Retention,Bannr,2021.0
406.26,168k USD,121.85,180.55,100.98,East,Acquisition,nan,2019.0
625.03,261k USD,489.23,238.78,78.09,North,Awareness,Video,
324.32,251k USD,190.45,61.36,121.14,South,Acquisition,Soial Media,2019.0
318.96,196k USD,221.68,114.07,48.66,nan,Retention,Search,2020.0
377.84,267k USD,221.58,152.04,41.39,nan,Retention,Bannr,
253.39,101k USD,192.17,46.89,72.82,North,Awareness,nan,2023.0
223.15,77k USD,100.59,30.92,140.46,nan,Retention,nan,2021.0
446.14,117k USD,391.74,177.5,112.35,West,Acquisition,Soial Media,2018.0
393.69,64k USD,486.74,171.2,74.46,East,Acquisition,Social Media,2019.0
350.07,182k USD,189.72,120.37,87.25,West,Seasonal,Search,2018.0
468.17,284k USD,365.22,137.72,30.95,Online,Seasonal,Soial Media,
344.87,59k USD,396.76,121.4,147.99,West,Seasonal,nan,2021.0
263.77,80k USD,439.37,35.28,106.63,South,Acquisition,Search,2025.0
363.69,163k USD,269.05,103.78,57.1,nan,Acquisition,Search,2023.0
373.04,283k USD,221.17,68.96,96.16,nan,Awareness,nan,2022.0
218.75,129k USD,230.12,51.65,34.23,South,Seasonal,Social Media,2025.0
577.71,176k USD,385.05,240.48,145.56,nan,Acquisition,Social Media,
388.62,60k USD,426.71,161.86,42.72,West,Awareness,nan,
412.95,87k USD,172.65,190.3,104.24,Online,Acquisition,Search,2025.0
404.43,296k USD,248.38,99.38,51.91,North,Awareness,Soial Media,2022.0
473.22,291k USD,460.78,116.49,113.28,South,Seasonal,Banner,
348.88,51k USD,,82.12,120.99,West,Seasonal,Video,
393.73,287k USD,493.94,51.33,107.54,West,Seasonal,Social Media,2019.0
316.8,209k USD,401.7,69.39,99.88,West,Acquisition,nan,2020.0
512.56,266k USD,257.28,205.45,136.02,North,Acquisition,Banner,
396.03,163k USD,336.26,179.06,30.22,East,Awareness,Social Media,2018.0
407.66,178k USD,364.41,150.32,63.02,nan,Retention,Search,2019.0
379.52,172k USD,131.38,134.52,52.28,nan,Retention,nan,2020.0
576.08,216k USD,317.8,232.94,148.44,Online,Seasonal,Banner,2018.0
256.17,84k USD,383.73,46.0,70.62,East,Retention,nan,2021.0
310.38,57k USD,166.93,91.73,115.24,nan,Seasonal,Soial Media,2025.0
348.0,126k USD,412.25,106.99,109.01,Online,Awareness,Soial Media,2025.0
468.48,226k USD,333.51,202.13,47.57,Online,Retention,Bannr,2022.0
603.09,100k USD,984.94,248.35,51.07,West,Retention,Video,2020.0
302.18,218k USD,116.97,82.95,56.57,South,Seasonal,Video,2018.0
537.02,292k USD,206.13,222.35,73.45,West,Awareness,Social Media,
442.51,73k USD,340.62,212.74,50.46,North,Retention,Video,2019.0
299.57,218k USD,218.62,79.42,22.55,nan,Retention,nan,2018.0
406.32,160k USD,385.77,117.85,134.32,Online,Retention,nan,2019.0
475.42,267k USD,403.6,120.13,145.53,South,Awareness,Bannr,2025.0
432.01,94k USD,141.01,245.21,64.4,nan,Awareness,Soial Media,2022.0
336.01,223k USD,305.54,,64.01,Online,Retention,Banner,
464.04,259k USD,303.56,205.81,20.92,Online,Seasonal,Banner,2022.0
380.86,286k USD,247.71,103.52,108.43,West,Seasonal,Soial Media,2018.0
539.05,220k USD,473.17,190.79,127.31,South,Retention,Search,2018.0
337.97,174k USD,431.0,122.4,39.06,South,Awareness,Soial Media,2019.0
450.19,204k USD,378.88,157.24,40.76,nan,Retention,Banner,2019.0
579.41,267k USD,385.73,213.17,122.71,Online,Awareness,Social Media,2020.0
499.11,192k USD,284.69,206.92,100.12,South,Retention,Bannr,2025.0
414.48,57k USD,468.4,220.61,25.83,South,Awareness,Soial Media,2020.0
336.96,282k USD,377.84,43.12,100.93,nan,Acquisition,Search,2020.0
472.88,222k USD,,182.25,60.16,West,Seasonal,Social Media,2018.0
335.04,219k USD,444.68,60.8,67.93,East,Acquisition,Soial Media,2023.0
317.54,103k USD,209.63,121.48,120.07,North,Seasonal,Social Media,2023.0
450.21,214k USD,422.83,150.69,125.42,East,Awareness,Soial Media,2023.0
324.89,148k USD,178.1,118.6,72.05,South,Acquisition,Social Media,2023.0
416.14,212k USD,238.14,144.31,,Online,Seasonal,nan,2020.0
497.72,76k USD,234.24,249.24,72.84,North,Retention,Video,2018.0
387.86,214k USD,,59.75,120.34,North,Awareness,Social Media,2023.0
506.46,299k USD,442.61,178.6,82.9,Online,Awareness,nan,
396.85,62k USD,380.47,117.12,136.68,North,Retention,Video,2022.0
419.16,294k USD,390.82,59.26,138.01,Online,Retention,Banner,2021.0
278.16,151k USD,324.83,64.92,31.36,North,Seasonal,Video,2022.0
623.71,267k USD,478.84,238.84,141.74,nan,Awareness,Social Media,2018.0
546.58,245k USD,298.5,223.51,127.32,nan,Seasonal,Bannr,2018.0
515.53,191k USD,252.21,229.55,122.87,East,Retention,Bannr,2021.0
475.59,234k USD,165.21,248.14,46.12,North,Awareness,Banner,2019.0
437.11,269k USD,414.48,75.83,124.67,West,Retention,Social Media,2019.0
386.91,151k USD,393.78,108.2,130.52,Online,Seasonal,Video,
401.24,131k USD,253.74,177.23,57.59,North,Seasonal,Bannr,2019.0
390.57,216k USD,110.08,136.44,143.79,nan,Seasonal,Soial Media,2020.0
395.06,251k USD,435.6,122.05,26.48,nan,Awareness,Search,2019.0
378.31,240k USD,104.57,108.72,39.49,Online,Retention,Social Media,2025.0
458.25,249k USD,381.48,160.63,89.89,West,Retention,nan,2020.0
485.02,158k USD,488.1,156.63,94.85,North,Seasonal,nan,2020.0
347.19,254k USD,275.06,65.52,103.87,North,Seasonal,Soial Media,
308.28,80k USD,193.99,133.78,22.21,West,Seasonal,Soial Media,2019.0
494.76,186k USD,381.95,151.76,144.85,West,Seasonal,Social Media,2019.0
363.43,51k USD,426.85,155.46,25.8,West,Acquisition,Search,
273.77,131k USD,318.57,76.22,38.6,nan,Acquisition,Bannr,2021.0
445.34,141k USD,486.81,193.3,21.82,Online,Acquisition,Search,2023.0
229.57,149k USD,120.67,,,West,Seasonal,Banner,
451.61,223k USD,301.92,108.06,141.19,Online,Seasonal,Video,2021.0
462.57,147k USD,387.38,201.65,106.57,East,Retention,Video,2020.0
429.5,162k USD,445.06,154.06,126.95,North,Awareness,Soial Media,2021.0
212.0,109k USD,171.7,87.46,21.73,North,Retention,Bannr,2020.0
447.19,143k USD,420.0,182.89,90.46,South,Acquisition,Search,2018.0
404.58,106k USD,321.08,154.83,79.74,East,Retention,Soial Media,2020.0
441.4,68k USD,258.62,205.17,84.87,West,Seasonal,Social Media,2020.0
396.41,,152.69,191.71,29.39,West,Acquisition,Soial Media,2021.0
524.54,217k USD,629.16,164.22,108.98,nan,Acquisition,Social Media,2023.0
358.34,204k USD,162.91,137.4,85.42,East,Awareness,Social Media,2018.0
283.5,165k USD,223.92,59.3,119.47,West,Awareness,Banner,2022.0
317.62,144k USD,216.02,87.49,83.09,South,Acquisition,Banner,2022.0
437.29,265k USD,448.57,122.2,39.42,Online,Acquisition,Social Media,2023.0
